sentiment,content
sadness,bSometimes the things you say hurt the ones you love most unintentionally  And you can never ever take it back or fix it
sadness,b that sucks
neutral,b IIII know and mean
sadness,bHaving Fever  dont feel to work
worry,bTaking Horse Pills hoping I can get some sleep tonight
neutral,b PGPM student from where I myself was a PGPM student about  years back I wish I could stay one
sadness,bmissing  days cant pass quick enough
hate,b Hey Thats my school I hate that place
sadness,bWorking from home today my back is killing me  Doctor and then physio after later today
neutral,bback to work with no distractions
happiness,b demi just say hi to me and its enough just replay to me please  love you so much
neutral,ba  i never noticed this 
neutral,b that sucks  well state starts tomorrow so im headin  bed nitey nite
worry,bLooks like its going to be too nice to work today how annoying as I have no choice
neutral,b did you guys keep a set list I forgot to ask for one  xx
neutral,bFirst impression of Silverlight sadly based on what I saw today its quite problematic
worry,bis desperatly hoping my dad takes me to vanessas game
worry,b hi  Fuck your job
sadness,bMissing you all deeply
neutral,bthe time you go to bed  i have to get up to go to work
happiness,b big now Vanessa is going to be  in September its going by so fast  its hard cuz Im workin so much I miss out on alot
sadness,b sniff sniff  take care ravels Hopefully well be chatting again soon In the mean time Ill HELLA miss you
neutral,b Lucky now I want to teleport
worry,bSomebody please save the polar bears
worry,bMy nose is runny my head is pounding and teeth hurt like a bitch MAN  I feel awful  
sadness,bI dont want her to leave
relief,bHeadin homeRefreshed my mind and soul justa lil bitBac to reality
happiness,bgood lord just seen the agency work for our upcoming Open Day Money for Jam
anger,bWorking   But its Fridaaaayyyyy
worry,bAt the Grove for Drag Me to Hell I hope that it doesnt suck
worry,b so i feel like shit for saying HAPPY BELATED BIRFDAYY im only a month late
sadness,b lmaothats sad kinda discourages me rom goin if the shits wack
surprise,bGot home from work   and JUST finished cleaning Now I need to eat dinner and dont know what I want  Ughoh well Might not eat
sadness,b I wish I was there
sadness,bI miss my little Batty she was only  months old when she got sick she was always so fun and full of life lt Even at the very end
neutral,bFC is finally up again its about time i hate that this keeps happening
neutral,bseriously bored without anyone to talk to but not tired enough for sleep
sadness,bmorning again I hate mornings So offensive
neutral,b still give your computer a break omg
sadness,bbed bed bed  do you never answer texts anymore  I thought of you the other day and sent one but never heard back Sad day
neutral,bwhere u at
sadness,b waah Were no longer your peeps
sadness,b LOL wow dawg doesnt sound like youre playing  I feel bad now haha
surprise,bExtremly deep
happiness,bMy little foster kittens are getting bigchubba and Winston are going  b missed when they get amazing homes
enthusiasm,bone week till exam block
neutral,b Im not at home with my cats right now
worry,bhoping i didnt fail english that would just be sad
worry,bKnow what would be great For my shoulder to stop hurting so I can sleep normal again  I just wantneed a few solid hours of good sleep
neutral,bLenos last show was tonight  I like him better than Conan
sadness,b Im sorry about your bad driving experiences
neutral,b i dont have any of that
sadness,bAlready misses 
hate,bplan may changes  nooooooo
hate,bmy sister is a douchebag
surprise,b theres relisting fees when you dont complete a sale  that sucks
neutral,b Random has an a
worry,bI knew I shouldve worn the SARS mask on the plane from SoCal feeling the beginnings of a sore throat
sadness,bGutted that the bathroom still isnt free early work isnt going to happen   And I need the loo
neutral,b july too long
worry,b awww I wish I could have been there  Im stuck here about to jab out my eyes with knitting needles
surprise,b Me too  Wonder if Mnet will show it
neutral,bWearing glasses gives me a headache
enthusiasm,b stop talkin about food haha fill like sum nw  hha hows your day goin or starting
worry,bfinished sewing for the night uploading pictures from slidebar and beach i cant believe i am having difficulties with twitter
sadness,bthank you   cant wait ummm btw ima crash still sick
sadness,bFirst my work computer now my home laptop is fucked
worry,bliesgirlstell  a guy calls her phone to see if the number is real  ohh my phone isnt working  try tomorrow 
worry,bbeer friday melbourne cbd mtub mini cmon Thirsty and lonely  you buggers are making me feel like a scotty no mates
worry,b I know We came back from  down in the st just to lose the lead in the last  minutes
worry,bgosh summer vacation is almost over here at the philippines kinda sad  i wonder what section will i be in
neutral,b But  is on page  at Ms Twitterworld only  votes
worry,bIm bummed that I cant wear my sweet Nike kicks to work
worry,b  your twitter is broken
neutral,bsleepgood night tweeties down to OC tomorrow I hope and pray that Rachyl gets better SOON
sadness,b Its depressing Im stuck inside all day
worry,b I even saw the news feeds of the archie website But cant believe hed choose veronica Im disappointed
sadness,bi hate being sick i miss   and 
neutral,b im eating sliders at barjohnnys theyre pork tho not beef  still on the search
happiness,bGetting ready for school  second maths test today  also its my last day of rd year Next week i will officially be in th year
sadness,bWoke UpI Wanna Stay In My bed
worry,bdepressed that i wasnt included in the morcom gardens quiz on facebook
worry,b yeah its still totally in the high s here soooo notlooking forward to aug and sept up here
sadness,bUpsidedown tomato plants died
boredom,bSo deep its priecing my soul
worry,b Oh come on You get next week off and I get next week full of exams
neutral,bfriday here at last not much fun when your skint though
worry,b i know dont tell anyone  i dont know if my dad told the famz yet i think im taking it online
sadness,b Caant Iht Be Earlier ICant Wait That Long  Ahar 
happiness,bFriday yay And a bonus dont have to drive to Wales tonight  Athough will miss kitten cuddles and going for a ride
worry,bMy children have promised me birthday brekkie in bed Theres a problem with that in that theres bugger all food in the house
worry,b woops I only just realized my DMs to you are not going through
neutral,bI dont think I will be able to get out of bed tomorrow morning  we will seeeee
surprise,bI cant use my blackberry today This sucks
enthusiasm,bQ what studio created Open Season should google it or look at the dvd downstairs but feeling lazy
neutral,bthe times they are a changing
sadness,b why do you hate me
hate,btime for tv in bedThen spending all day catching up on studying  i hate online summer classes
neutral,b video is not available to us foreigners
sadness,b  Wanted to visit the animals but we were too late
worry,b PC I agree  We have a problem We must stop spending and only work
sadness,bjonaswebcast i just missed it
hate,bDang it I REALLY look like crap Sigh only had mins to shower and mins to get ready
neutral,bwaiting to get picked up
sadness,bSo exhaustedcant sleep I dont like these nights
sadness,bim gonna miss all the live Comet action tomorrow i have to go take care of my cousins and they dont have access to the interwebz
surprise,blol i cant drink
surprise,bif bill compton has wii why cant he have twitter
sadness,b sorry to hear that
worry,bMorning Sports day today and I have to do the threelegged race with    Mr Pettigrew said Im not aloud to trip her up
sadness,bJust found out I cant drink at this bar Booo missing e at palominos No cheers sad face
worry,bCannot sleep  hours of tossing and turning
worry,bOmg going to die of swine flu when I go to Melbourne
anger,bPacking  I dont like it
neutral,b   dang it so its not certain    are you okay
neutral,bwishes Dave Gilmour and Roger Waters would reunite for a Pink Floyd concert
sadness,bfinished a whole box of ice cream
neutral,bIn  horse town   blown out car speakers 
neutral,bSomeone make me a cofffeeeeeee
worry,b plus I just deposited tax return cheque but for first time in  years it didnt clear immediately
love,bPhoto martwo OMG i love you i accadentally deleted this photo  yay hes SO beautiful 
worry,b I knooww  amp my hot water bottle iss in whangamata without me ahhhhh
neutral,bMy nose is stuffy
neutral,blast night in newport
relief,b thanks for the rt and sorry about your new place with the domestics
